 id |                      package_name                      
 1083 | com.google.android.support-v4
 1085 | com.google.oauth-client.google-oauth-client-java6
 1086 | org.robolectric.robolectric
 1089 | org.postgresql.postgresql
 1091 | io.dropwizard.dropwizard-core
 1092 | io.dropwizard.dropwizard-db
 1093 | io.dropwizard.dropwizard-jdbi
 1096 | io.dropwizard.dropwizard-testing
 1099 | org.xwiki.commons.xwiki-commons-legacy-component-api
 1107 | org.typelevel.scala-library
 1108 | com.thoughtworks.feature.untyper_2.12
 1109 | com.thoughtworks.example.example_2.12
 1111 | org.typelevel.scala-reflect
 1112 | com.github.mpilquist.simulacrum_2.12
 1117 | org.slf4j.slf4j-simple
 1124 | com.beust.jcommander
 1125 | org.jmock.jmock
 1134 | org.apache.jackrabbit.jackrabbit-core
 1136 | rome.rome
 1137 | javax.jcr.jcr
 1141 | org.hamcrest.hamcrest-library
(25 rows)

  id  |                        package_name                        
------+------------------------------------------------------------
 1152 | net.minidev.ovh-java-sdk-core
 1154 | org.xwiki.rendering.xwiki-rendering-macro-box
 1156 | com.twitter.util-core_2.9.2
 1172 | com.yahoo.vespa.simplemetrics
 1173 | com.yahoo.vespa.provided-dependencies
 1174 | com.yahoo.vespa.component
 1177 | com.yahoo.vespa.configdefinitions
 1178 | com.yahoo.vespa.config-bundle
 1179 | com.yahoo.vespa.vespajlib
 1180 | com.yahoo.vespa.vespalog
 1181 | com.yahoo.vespa.documentapi
 1182 | com.yahoo.vespa.messagebus
 1183 | com.yahoo.vespa.document
 1184 | com.yahoo.vespa.container-core
 1185 | com.yahoo.vespa.jrt
 1186 | com.yahoo.vespa.messagebus-disc
 1188 | com.yahoo.vespa.container-disc
 1189 | org.json.json
 1190 | com.yahoo.vespa.searchlib
 1191 | org.apache.httpcomponents.httpcore
 1199 | io.gravitee.gateway.gravitee-gateway-reactor
 1200 | io.gravitee.gateway.handlers.gravitee-gateway-handlers-api
 1202 | io.gravitee.gateway.gravitee-gateway-env
 1205 | io.gravitee.definition.gravitee-definition-jackson
 1209 | io.vertx.vertx-core
(25 rows)

  id  |                     package_name                      
------+-------------------------------------------------------
 1219 | org.apache.httpcomponents.fluent-hc
 1220 | org.eclipse.jetty.jetty-servlets
 1236 | org.scala-js.scalajs-test-interface_2.12
 1238 | org.scalactic.scalactic_sjs0.6_2.12
 1239 | org.scalatest.scalatest_sjs0.6_2.12
 1240 | org.scala-js.scalajs-dom_sjs0.6_2.12
 1245 | org.jruby.jruby-complete
 1246 | com.sun.grizzly.grizzly-http
 1251 | org.glassfish.external.opendmk_jmxremote_optional_jar
 1258 | org.fluentlenium.fluentlenium-core
 1262 | info.cukes.cucumber-junit
 1263 | info.cukes.cucumber-java
 1264 | info.cukes.cucumber-picocontainer
 1268 | org.projectlombok.lombok
 1276 | org.glassfish.admingui.console-common
 1277 | org.glassfish.common.amx-config
 1278 | org.glassfish.common.amx-core
 1280 | com.vmware.xenon.xenon-common
 1281 | com.vmware.photon.controller.photon-model
 1288 | org.bouncycastle.bcpkix-jdk15on
 1289 | org.bouncycastle.bcprov-ext-jdk15on
