     id     | module_id |                                                                               fasten_uri                                                                               | is_internal_call | created_at | line_start | line_end |                metadata                
 1744814763 | 207360891 | /scala.collection.mutable/ArrayStack$$anon$1.forall(%2Fscala%2FFunction1)%2Fjava.lang%2FBooleanType                                                                    | t                |            |        218 |      218 | {"access": "public", "defined": true}
 1744814764 | 207360891 | /scala.collection.mutable/ArrayStack$$anon$1.grouped(%2Fjava.lang%2FIntegerType)%2Fscala.collection%2FIterator$GroupedIterator                                         | t                |            |        218 |      218 | {"access": "public", "defined": true}
 1744814765 | 207360891 | /scala.collection.mutable/ArrayStack$$anon$1.foreach(%2Fscala%2FFunction1)%2Fjava.lang%2FVoidType                                                                      | t                |            |        218 |      218 | {"access": "public", "defined": true}
 1744814766 | 207360891 | /scala.collection.mutable/ArrayStack$$anon$1.hasNext()%2Fjava.lang%2FBooleanType                                                                                       | t                |            |        220 |      220 | {"access": "public", "defined": true}
 1744814767 | 207360891 | /scala.collection.mutable/ArrayStack$$anon$1.hasDefiniteSize()%2Fjava.lang%2FBooleanType                                                                               | t                |            |        218 |      218 | {"access": "public", "defined": true}
 1744814768 | 207360891 | /scala.collection.mutable/ArrayStack$$anon$1.indexWhere(%2Fscala%2FFunction1)%2Fjava.lang%2FIntegerType                                                                | t                |            |        218 |      218 | {"access": "public", "defined": true}
 1744814769 | 207360891 | /scala.collection.mutable/ArrayStack$$anon$1.indexOf(%2Fjava.lang%2FObject)%2Fjava.lang%2FIntegerType                                                                  | t                |            |        218 |      218 | {"access": "public", "defined": true}
 1744814770 | 207360891 | /scala.collection.mutable/ArrayStack$$anon$1.isTraversableAgain()%2Fjava.lang%2FBooleanType                                                                            | t                |            |        218 |      218 | {"access": "public", "defined": true}
 1744814771 | 207360891 | /scala.collection.mutable/ArrayStack$$anon$1.isEmpty()%2Fjava.lang%2FBooleanType                                                                                       | t                |            |        218 |      218 | {"access": "public", "defined": true}
 1744814772 | 207360891 | /scala.collection.mutable/ArrayStack$$anon$1.length()%2Fjava.lang%2FIntegerType                                                                                        | t                |            |        218 |      218 | {"access": "public", "defined": true}
